2024-05-10 16:55:27,11.886
2024-05-10 21:13:31,14.049
2024-05-11 05:26:10,12.202
2024-05-11 06:14:14,11.497
2024-05-11 07:45:29,12.026
2024-05-11 09:28:33,12.763
2024-05-11 12:02:14,12.119
2024-05-11 17:09:14,12.298
2024-05-11 18:38:16,11.778
2024-05-11 20:25:31,11.000
2024-05-11 21:44:30,11.815
2024-05-12 04:37:04,12.382
2024-05-12 14:22:12,14.125
2024-05-12 14:48:22,11.609
2024-05-12 17:32:04,11.903
2024-05-12 18:58:25,10.561
2024-05-13 10:21:29,12.514
2024-05-13 22:00:27,12.972
2024-05-14 05:21:20,13.232
2024-05-14 08:44:32,13.520
2024-05-15 01:53:04,13.532
2024-05-15 04:28:09,12.724
2024-05-15 18:17:04,13.064
2024-05-15 20:53:15,13.192
2024-05-16 01:42:20,11.948
2024-05-16 04:29:33,12.745
2024-05-16 14:25:08,12.730
2024-05-16 21:27:04,13.942
2024-05-17 01:29:07,13.941
2024-05-17 02:52:10,14.189
2024-05-17 08:37:09,14.340
2024-05-17 20:01:20,12.289
2024-05-17 21:26:28,11.950
2024-05-18 04:41:15,12.744
2024-05-18 09:51:03,12.564
2024-05-18 19:21:13,13.782
2024-05-19 00:05:21,13.246
2024-05-19 15:25:31,11.615
2024-05-19 16:48:18,14.206
2024-05-19 21:55:24,11.085
2024-05-20 05:14:20,10.883
2024-05-20 14:46:21,13.106
2024-05-21 01:08:32,12.589
2024-05-21 11:43:05,11.272
2024-05-22 07:19:08,12.013
2024-05-22 09:42:29,12.219
2024-05-22 18:10:08,12.039
2024-05-23 05:29:19,13.937
2024-05-23 14:37:07,11.686
2024-05-24 01:49:21,13.901
2024-05-24 04:40:22,13.598
2024-05-24 05:05:30,12.917
2024-05-24 18:14:20,13.413
2024-05-26 17:16:26,12.885
2024-05-26 22:42:19,12.644
2024-05-27 18:37:05,13.114
2024-05-28 05:45:30,12.778
2024-05-29 08:01:25,12.209
2024-05-29 19:02:15,11.537
2024-05-29 20:19:06,12.321
2024-05-29 21:51:11,10.578
2024-05-30 09:20:07,12.198
2024-05-30 10:40:19,13.614
2024-05-30 11:51:15,13.574
2024-05-30 15:32:30,11.863
2024-05-30 21:10:24,11.959
2024-05-31 02:58:03,12.008
2024-05-31 10:56:24,11.671
2024-05-31 11:22:23,12.132
2024-05-31 18:58:11,13.096
2024-06-01 04:35:22,12.224
2024-06-02 05:29:05,12.194
2024-06-02 11:49:26,12.825
2024-06-04 18:34:26,11.847
2024-06-05 07:58:28,11.841
2024-06-05 08:23:14,11.855
2024-06-06 17:15:33,13.072
2024-06-07 12:57:25,12.750
2024-06-07 16:58:15,13.915
2024-06-07 19:34:32,13.405
2024-06-07 23:42:20,12.506
2024-06-08 00:08:18,14.349
2024-06-08 09:52:30,11.775
2024-06-08 23:08:12,12.066
2024-06-08 23:48:06,13.130
2024-06-09 02:21:31,12.302
2024-06-09 05:40:12,12.189
2024-06-10 03:36:05,11.515
2024-06-10 17:25:27,12.297
2024-06-10 18:17:32,12.365
2024-06-10 22:09:29,13.354
2024-06-11 05:13:30,11.339
2024-06-11 06:30:24,12.974
2024-06-12 02:35:05,12.361
2024-06-12 14:56:11,12.038
2024-06-12 20:40:10,11.861
2024-06-13 01:07:07,11.598
2024-06-13 11:16:22,11.697
2024-06-14 04:54:11,11.802
2024-06-14 07:59:04,11.830
2024-06-14 11:11:10,14.145
2024-06-16 01:45:25,12.088
2024-06-16 09:07:05,11.914
2024-06-16 22:16:13,11.919
2024-06-17 03:12:30,11.828
2024-06-17 13:16:15,11.637
2024-06-18 13:13:05,13.417
2024-06-19 17:37:23,17.923
2024-06-20 02:29:16,12.302
2024-06-21 03:54:11,11.342
2024-06-21 07:45:33,13.550
2024-06-21 19:03:04,12.418
2024-06-22 03:08:17,12.673
2024-06-22 08:10:21,12.111
2024-06-23 09:20:29,11.621
2024-06-23 09:46:31,12.189
2024-06-24 08:27:23,11.427
2024-06-24 12:07:08,11.733
2024-06-24 16:05:33,13.882
2024-06-24 16:31:10,12.165
2024-06-24 17:22:26,12.598
2024-06-24 22:33:23,13.087
2024-06-25 00:45:27,11.431
2024-06-25 19:46:32,13.223
2024-06-26 01:35:11,10.684
2024-06-26 02:26:05,12.118
2024-06-26 16:05:23,14.014
2024-06-27 08:28:23,11.736
2024-06-28 18:02:08,12.770
2024-06-29 00:17:32,12.302
2024-06-29 01:43:31,11.508
2024-06-29 02:45:29,12.790
2024-06-30 11:54:06,11.824
2024-06-30 17:43:23,11.838
2024-06-30 21:16:17,12.805
2024-07-02 00:41:21,12.309
2024-07-02 07:12:10,12.336
2024-07-02 20:22:21,13.217
2024-07-03 14:42:30,11.438
2024-07-03 17:27:18,11.739
2024-07-04 11:06:25,12.515
2024-07-04 14:19:26,13.977
2024-07-04 22:36:10,13.007
2024-07-04 23:51:22,14.034
2024-07-05 20:57:32,12.517
2024-07-05 21:52:19,12.029
2024-07-08 22:49:28,13.947
2024-07-09 10:28:19,12.809
2024-07-09 19:39:04,13.703
2024-07-10 18:41:27,12.879
2024-07-12 02:12:07,11.866
2024-07-12 03:40:28,12.689
2024-07-13 05:16:28,13.435
2024-07-14 02:58:12,13.162
2024-07-14 23:03:04,11.317
